Latitude,Longitude,PM25
32.5,39.375,26.561834
32.5,40.0,26.923342
32.5,40.625,28.151176
32.5,41.25,30.10881
32.5,41.875,31.933954
32.5,42.5,34.8474
32.5,43.125,39.000694
32.5,43.75,44.592915
32.5,44.375,44.095905
32.5,45.0,39.456017
32.5,45.625,39.332157
32.5,46.25,44.244522
32.5,46.875,44.57783
32.5,47.5,40.66891
33.0,-28.125,4.6582274
33.0,-27.5,4.9323316
33.0,-26.875,5.1356764
33.0,-26.25,5.319231
33.0,-25.625,5.480049
33.0,-25.0,5.469534
33.0,-24.375,5.377701
33.0,-23.75,5.2667403
33.0,-23.125,5.193863
33.0,-22.5,5.091974
33.0,-21.875,4.9822636
33.0,-21.25,4.9888787
33.0,-20.625,5.0485845
33.0,-20.0,5.150902
33.0,-19.375,5.325082
33.0,-18.75,5.5690026
33.0,-18.125,5.7441344
33.0,-17.5,5.9776983
33.0,-16.875,6.239952
33.0,-16.25,6.5435224
33.0,-15.625,6.921053
33.0,-15.0,7.2536244
33.0,-14.375,7.522303
33.0,-13.75,7.990312
33.0,-13.125,8.404476
33.0,-12.5,8.413151
33.0,-11.875,8.261292
33.0,-11.25,8.072478
33.0,-10.625,8.020539
33.0,-10.0,8.271103
33.0,-9.375,8.9807205
33.0,-8.75,11.008225
33.0,-8.125,13.707004
33.0,-7.5,15.415495
33.0,-6.875,15.707526
33.0,-6.25,15.76959
33.0,-5.625,17.233011
33.0,-5.0,19.04561
33.0,-4.375,20.212202
33.0,-3.75,20.709663
33.0,-3.125,21.550655
33.0,-2.5,22.897512
33.0,-1.875,24.157745
33.0,-1.25,25.081566
33.0,-0.625,25.563217
33.0,0.0,26.633417
33.0,0.625,28.030016
33.0,1.25,28.9434
33.0,1.875,29.536152
33.0,2.5,31.148685
33.0,3.125,33.377205
33.0,3.75,37.59009
33.0,4.375,45.37774
33.0,5.0,55.80168
33.0,5.625,68.188225
33.0,6.25,78.25294
33.0,6.875,83.856125
33.0,7.5,83.8066
33.0,8.125,80.75196
33.0,8.75,76.24741
33.0,9.375,64.95938
33.0,10.0,46.676006
33.0,10.625,46.442684
33.0,11.25,46.154522
33.0,11.875,44.63805
33.0,12.5,34.494766
33.0,13.125,31.45418
33.0,13.75,30.859488
33.0,14.375,31.07178
33.0,15.0,28.884861
33.0,15.625,26.45733
33.0,16.25,25.033985
33.0,16.875,24.004251
33.0,17.5,23.291183
33.0,18.125,22.949871
33.0,18.75,22.18412
33.0,19.375,21.709711
33.0,20.0,21.025232
33.0,20.625,20.25177
33.0,21.25,20.076134
33.0,21.875,20.052597
33.0,22.5,19.603544
33.0,23.125,19.221043
33.0,23.75,18.85314
33.0,24.375,18.475824
33.0,25.0,18.306068
33.0,25.625,18.268982
33.0,26.25,18.349054
33.0,26.875,18.500465
33.0,27.5,18.79506
33.0,28.125,19.16697
33.0,28.75,19.674377
33.0,29.375,19.989304
33.0,30.0,20.237158
33.0,30.625,20.573984
33.0,31.25,20.828854
33.0,31.875,20.81296
33.0,32.5,20.956568
33.0,33.125,21.340973
33.0,33.75,21.935549
33.0,34.375,22.897379
33.0,35.0,25.147907
33.0,35.625,28.07337
33.0,36.25,28.11972
33.0,36.875,26.734781
33.0,37.5,25.863176
33.0,38.125,25.933342
33.0,38.75,26.024546
33.0,39.375,26.515783
33.0,40.0,27.406017
33.0,40.625,28.958487
33.0,41.25,31.254
33.0,41.875,33.277565
33.0,42.5,38.06257
33.0,43.125,42.934464
33.0,43.75,45.42803
33.0,44.375,43.778706
33.0,45.0,38.600815
33.0,45.625,39.877773
33.0,46.25,38.22962
33.0,46.875,33.614773
33.0,47.5,33.0771
33.5,-28.125,4.559653
33.5,-27.5,4.81456
33.5,-26.875,4.972426
33.5,-26.25,5.095944
33.5,-25.625,5.2410502
33.5,-25.0,5.2929688
33.5,-24.375,5.191175
33.5,-23.75,5.074669
33.5,-23.125,5.0209136
33.5,-22.5,4.8963404
33.5,-21.875,4.79195
33.5,-21.25,4.8134537
33.5,-20.625,4.9038258
33.5,-20.0,4.962564
33.5,-19.375,5.07304
33.5,-18.75,5.2914677
33.5,-18.125,5.4765363
33.5,-17.5,5.691318
33.5,-16.875,5.922004
33.5,-16.25,6.140426
33.5,-15.625,6.383776
33.5,-15.0,6.8549128
33.5,-14.375,7.1821117
33.5,-13.75,7.6362243
33.5,-13.125,7.964342
33.5,-12.5,7.891824
33.5,-11.875,7.7002554
33.5,-11.25,7.63654
33.5,-10.625,7.5771613
33.5,-10.0,7.73867
33.5,-9.375,8.205502
33.5,-8.75,9.299486
33.5,-8.125,11.118871
33.5,-7.5,13.782882
33.5,-6.875,14.998365
33.5,-6.25,14.823004
33.5,-5.625,16.311125
33.5,-5.0,18.010609
33.5,-4.375,18.877672
33.5,-3.75,19.46639
33.5,-3.125,20.030258
33.5,-2.5,21.062683
33.5,-1.875,22.350677
33.5,-1.25,23.421457
33.5,-0.625,23.777212
33.5,0.0,24.810415
33.5,0.625,25.811146
33.5,1.25,26.628494
33.5,1.875,27.88029
33.5,2.5,30.147017
33.5,3.125,33.074646
33.5,3.75,37.595505
33.5,4.375,45.522804
33.5,5.0,58.0661
33.5,5.625,75.96335
33.5,6.25,89.88627
33.5,6.875,95.314255
33.5,7.5,92.178085
33.5,8.125,86.28879
33.5,8.75,77.45338
33.5,9.375,64.31945
33.5,10.0,43.73357
33.5,10.625,40.293465
33.5,11.25,34.564842
33.5,11.875,32.61877
33.5,12.5,28.680862
33.5,13.125,27.513432
33.5,13.75,27.557615
33.5,14.375,27.51198
33.5,15.0,26.257717
33.5,15.625,24.805609
33.5,16.25,23.935947
33.5,16.875,23.150818
33.5,17.5,22.494745
33.5,18.125,22.099842
33.5,18.75,21.299719
33.5,19.375,20.68452
33.5,20.0,20.14958
33.5,20.625,19.439465
33.5,21.25,19.086838
33.5,21.875,18.71307
33.5,22.5,18.254543
33.5,23.125,17.934652
33.5,23.75,17.730806
33.5,24.375,17.575504
33.5,25.0,17.599455
33.5,25.625,17.76748
33.5,26.25,17.964529
33.5,26.875,18.202053
33.5,27.5,18.451736
33.5,28.125,18.832754
33.5,28.75,19.11261
33.5,29.375,19.205084
33.5,30.0,19.39735
33.5,30.625,19.711006
33.5,31.25,19.937458
33.5,31.875,19.95362
33.5,32.5,20.047035
33.5,33.125,20.286236
33.5,33.75,20.827593
33.5,34.375,21.493229
33.5,35.0,23.69708
33.5,35.625,28.802132
33.5,36.25,28.075768
33.5,36.875,26.113354
33.5,37.5,25.520935
33.5,38.125,25.353846
33.5,38.75,25.71051
33.5,39.375,26.41009
33.5,40.0,28.207104
33.5,40.625,30.276423
33.5,41.25,33.346203
33.5,41.875,36.150005
33.5,42.5,42.102364
33.5,43.125,45.682022
33.5,43.75,44.51478
33.5,44.375,40.326633
33.5,45.0,36.261387
33.5,45.625,34.159336
33.5,46.25,32.085636
33.5,46.875,31.37437
33.5,47.5,31.105305
34.0,-28.125,4.4422545
34.0,-27.5,4.676463
34.0,-26.875,4.794924
34.0,-26.25,4.897094
34.0,-25.625,5.034111
34.0,-25.0,5.106916
34.0,-24.375,4.9918046
34.0,-23.75,4.9194736
34.0,-23.125,4.8647356
34.0,-22.5,4.7502885
34.0,-21.875,4.662222
34.0,-21.25,4.653104
34.0,-20.625,4.7423673
34.0,-20.0,4.8061357
34.0,-19.375,4.8969064
34.0,-18.75,5.0487924
34.0,-18.125,5.197854
34.0,-17.5,5.465382
34.0,-16.875,5.693178
34.0,-16.25,5.8638678
34.0,-15.625,6.086082
34.0,-15.0,6.573593
34.0,-14.375,6.997232
34.0,-13.75,7.3826184
34.0,-13.125,7.581636
34.0,-12.5,7.4465537
34.0,-11.875,7.221123
34.0,-11.25,7.202766
34.0,-10.625,7.165839
34.0,-10.0,7.340958
34.0,-9.375,7.8035316
34.0,-8.75,8.604605
34.0,-8.125,9.501904
34.0,-7.5,10.89987
34.0,-6.875,12.677511
34.0,-6.25,14.140176
34.0,-5.625,15.246095
34.0,-5.0,16.455013
34.0,-4.375,17.639082
34.0,-3.75,18.313305
34.0,-3.125,18.583399
34.0,-2.5,19.549892
34.0,-1.875,21.01037
34.0,-1.25,21.22437
34.0,-0.625,21.58086
34.0,0.0,23.018251
34.0,0.625,23.992226
34.0,1.25,24.793156
34.0,1.875,26.04119
34.0,2.5,28.858992
34.0,3.125,33.26495
34.0,3.75,38.77493
34.0,4.375,47.70479
34.0,5.0,61.847248
34.0,5.625,80.49678
34.0,6.25,90.64585
34.0,6.875,84.83344
34.0,7.5,72.48467
34.0,8.125,58.069767
34.0,8.75,51.890213
34.0,9.375,50.42833
34.0,10.0,43.445274
34.0,10.625,33.86909
34.0,11.25,30.353794
34.0,11.875,28.348728
34.0,12.5,25.787203
34.0,13.125,25.007175
34.0,13.75,24.82406
34.0,14.375,24.770124
34.0,15.0,24.007492
34.0,15.625,23.205542
34.0,16.25,22.856663
34.0,16.875,22.24061
34.0,17.5,21.493565
34.0,18.125,21.019201
34.0,18.75,20.26705
34.0,19.375,19.700314
34.0,20.0,19.361027
34.0,20.625,18.795376
34.0,21.25,18.541647
34.0,21.875,18.15784
34.0,22.5,17.602858
34.0,23.125,17.090137
34.0,23.75,16.895489
34.0,24.375,16.94927
34.0,25.0,17.097033
34.0,25.625,17.462208
34.0,26.25,17.812433
34.0,26.875,18.089766
34.0,27.5,18.38767
34.0,28.125,18.637598
34.0,28.75,18.830917
34.0,29.375,18.913595
34.0,30.0,19.119123
34.0,30.625,19.323502
34.0,31.25,19.505268
34.0,31.875,19.519703
34.0,32.5,19.511753
34.0,33.125,19.672308
34.0,33.75,20.132553
34.0,34.375,20.766151
34.0,35.0,22.4713
34.0,35.625,25.630932
34.0,36.25,27.920275
34.0,36.875,25.201391
34.0,37.5,24.60782
34.0,38.125,25.634266
34.0,38.75,26.034876
34.0,39.375,27.13086
34.0,40.0,30.289541
34.0,40.625,33.109962
34.0,41.25,36.139626
34.0,41.875,39.353153
34.0,42.5,44.226025
34.0,43.125,48.759552
34.0,43.75,44.578865
34.0,44.375,37.388145
34.0,45.0,33.364723
34.0,45.625,32.021236
34.0,46.25,30.931095
34.0,46.875,30.652369
34.0,47.5,30.414082
34.5,-28.125,4.3612843
34.5,-27.5,4.547992
34.5,-26.875,4.659214
34.5,-26.25,4.754709
34.5,-25.625,4.85713
34.5,-25.0,4.8997617
34.5,-24.375,4.845574
34.5,-23.75,4.7935243
34.5,-23.125,4.762957
34.5,-22.5,4.6756473
34.5,-21.875,4.5868607
34.5,-21.25,4.545403
34.5,-20.625,4.6056986
34.5,-20.0,4.67415
34.5,-19.375,4.772226
34.5,-18.75,4.83888
34.5,-18.125,4.9585333
34.5,-17.5,5.2317266
34.5,-16.875,5.4816666
34.5,-16.25,5.6634784
34.5,-15.625,5.992106
34.5,-15.0,6.4908857
34.5,-14.375,6.91016
34.5,-13.75,7.1309404
34.5,-13.125,7.2102747
34.5,-12.5,7.034817
34.5,-11.875,6.83323
34.5,-11.25,6.835791
34.5,-10.625,6.8265324
34.5,-10.0,7.099923
34.5,-9.375,7.6177025
34.5,-8.75,8.379548
34.5,-8.125,8.988542
34.5,-7.5,9.604841
34.5,-6.875,10.996325
34.5,-6.25,13.306474
34.5,-5.625,15.232518
34.5,-5.0,16.995438
34.5,-4.375,17.630186
34.5,-3.75,17.781828
34.5,-3.125,17.369637
34.5,-2.5,18.344107
34.5,-1.875,20.634806
34.5,-1.25,19.921247
34.5,-0.625,19.876646
34.5,0.0,20.87315
34.5,0.625,22.080568
34.5,1.25,23.44953
34.5,1.875,24.765354
34.5,2.5,27.778088
34.5,3.125,32.443703
34.5,3.75,36.72059
34.5,4.375,44.41406
34.5,5.0,53.976646
34.5,5.625,59.827988
34.5,6.25,54.13138
34.5,6.875,44.85751
34.5,7.5,38.062946
34.5,8.125,33.94719
34.5,8.75,31.992804
34.5,9.375,32.31316
34.5,10.0,34.475433
34.5,10.625,28.741543
34.5,11.25,26.649818
34.5,11.875,25.087355
34.5,12.5,23.52226
34.5,13.125,23.101276
34.5,13.75,22.71695
34.5,14.375,22.842678
34.5,15.0,22.527973
34.5,15.625,21.840748
34.5,16.25,21.559784
34.5,16.875,20.917162
34.5,17.5,20.134472
34.5,18.125,19.816431
34.5,18.75,19.295435
34.5,19.375,18.931736
34.5,20.0,18.72877
34.5,20.625,18.36019
34.5,21.25,18.005852
34.5,21.875,17.609533
34.5,22.5,17.028408
34.5,23.125,16.614668
34.5,23.75,16.550564
34.5,24.375,16.6547
34.5,25.0,16.838923
34.5,25.625,17.310814
34.5,26.25,17.773556
34.5,26.875,18.118156
34.5,27.5,18.158169
34.5,28.125,18.231474
34.5,28.75,18.549965
34.5,29.375,18.851007
34.5,30.0,19.09409
34.5,30.625,19.23874
34.5,31.25,19.359596
34.5,31.875,19.337818
34.5,32.5,19.247574
34.5,33.125,19.617659
34.5,33.75,19.934614
34.5,34.375,20.419355
34.5,35.0,21.29686
34.5,35.625,23.542343
34.5,36.25,26.451172
34.5,36.875,24.516644
34.5,37.5,24.338211
34.5,38.125,26.531511
34.5,38.75,26.250046
34.5,39.375,29.759945
34.5,40.0,34.795048
34.5,40.625,36.56793
34.5,41.25,39.07723
34.5,41.875,40.500416
34.5,42.5,43.90507
34.5,43.125,44.13463
34.5,43.75,38.86695
34.5,44.375,34.32814
34.5,45.0,31.218285
34.5,45.625,30.237902
34.5,46.25,29.529987
34.5,46.875,29.641743
34.5,47.5,29.699535
35.0,-28.125,4.327409
35.0,-27.5,4.484286
35.0,-26.875,4.5765295
35.0,-26.25,4.6515064
35.0,-25.625,4.7050676
35.0,-25.0,4.772992
35.0,-24.375,4.7657485
35.0,-23.75,4.7287965
35.0,-23.125,4.7104554
35.0,-22.5,4.623512
35.0,-21.875,4.5358353
35.0,-21.25,4.4806323
35.0,-20.625,4.5121107
35.0,-20.0,4.5714693
35.0,-19.375,4.694219
35.0,-18.75,4.744391
35.0,-18.125,4.834347
35.0,-17.5,5.1123304
35.0,-16.875,5.3841023
35.0,-16.25,5.644692
35.0,-15.625,6.00559
35.0,-15.0,6.3774037
35.0,-14.375,6.7055335
35.0,-13.75,6.807441
35.0,-13.125,6.8826513
35.0,-12.5,6.707541
35.0,-11.875,6.5495853
35.0,-11.25,6.624639
35.0,-10.625,6.6761303
35.0,-10.0,6.9477353
35.0,-9.375,7.43032
35.0,-8.75,8.12342
35.0,-8.125,8.641578
35.0,-7.5,9.235144
35.0,-6.875,10.152577
35.0,-6.25,11.818829
35.0,-5.625,14.610026
35.0,-5.0,16.148476
35.0,-4.375,16.168396
35.0,-3.75,15.684915
35.0,-3.125,15.218757
35.0,-2.5,16.131353
35.0,-1.875,18.129848
35.0,-1.25,17.948599
35.0,-0.625,18.405365
35.0,0.0,19.195599
35.0,0.625,20.116919
35.0,1.25,21.85116
35.0,1.875,23.61113
35.0,2.5,26.848166
35.0,3.125,30.88371
35.0,3.75,34.057613
35.0,4.375,39.022903
35.0,5.0,42.41022
35.0,5.625,39.297867
35.0,6.25,34.41804
35.0,6.875,32.18089
35.0,7.5,30.831936
35.0,8.125,29.98175
35.0,8.75,28.079899
35.0,9.375,26.740908
35.0,10.0,26.819967
35.0,10.625,26.342648
35.0,11.25,24.42935
35.0,11.875,23.045631
35.0,12.5,22.068933
35.0,13.125,21.743063
35.0,13.75,21.42979
35.0,14.375,21.408718
35.0,15.0,21.190027
35.0,15.625,20.767262
35.0,16.25,20.356384
35.0,16.875,19.78787
35.0,17.5,18.957415
35.0,18.125,18.623968
35.0,18.75,18.31895
35.0,19.375,18.132027
35.0,20.0,17.986551
35.0,20.625,17.74022
35.0,21.25,17.511633
35.0,21.875,17.219957
35.0,22.5,16.717253
35.0,23.125,16.353786
35.0,23.75,16.430012
35.0,24.375,16.751465
35.0,25.0,17.055504
35.0,25.625,17.49765
35.0,26.25,17.907877
35.0,26.875,18.265211
35.0,27.5,18.186234
35.0,28.125,18.208702
35.0,28.75,18.674753
35.0,29.375,19.120144
35.0,30.0,19.389143
35.0,30.625,19.463379
35.0,31.25,19.525301
35.0,31.875,19.424238
35.0,32.5,19.41561
35.0,33.125,19.2314
35.0,33.75,19.439014
35.0,34.375,20.059599
35.0,35.0,20.872814
35.0,35.625,22.228052
35.0,36.25,23.895695
35.0,36.875,24.086603
35.0,37.5,24.160666
35.0,38.125,25.417921
35.0,38.75,26.605099
35.0,39.375,35.883987
35.0,40.0,39.593983
35.0,40.625,38.26949
35.0,41.25,39.91856
35.0,41.875,39.398987
35.0,42.5,39.995758
35.0,43.125,38.546124
35.0,43.75,34.268047
35.0,44.375,31.300064
35.0,45.0,29.25892
35.0,45.625,28.630096
35.0,46.25,28.3891
35.0,46.875,28.77816
35.0,47.5,28.864058
35.5,-28.125,4.3272324
35.5,-27.5,4.4558716
35.5,-26.875,4.5154586
35.5,-26.25,4.5571103
35.5,-25.625,4.6168685
35.5,-25.0,4.714046
35.5,-24.375,4.728441
35.5,-23.75,4.6965275
35.5,-23.125,4.6695457
35.5,-22.5,4.5733895
35.5,-21.875,4.487026
35.5,-21.25,4.4327464
35.5,-20.625,4.4555087
35.5,-20.0,4.5105324
35.5,-19.375,4.6277485
35.5,-18.75,4.6989946
35.5,-18.125,4.768171
35.5,-17.5,5.03066
35.5,-16.875,5.402894
35.5,-16.25,5.685683
35.5,-15.625,5.9210815
35.5,-15.0,6.181958
35.5,-14.375,6.4799724
35.5,-13.75,6.5875463
35.5,-13.125,6.664341
35.5,-12.5,6.5427995
35.5,-11.875,6.4673977
35.5,-11.25,6.5412617
35.5,-10.625,6.5850806
35.5,-10.0,6.7757893
35.5,-9.375,7.2018843
35.5,-8.75,7.770212
35.5,-8.125,8.296764
35.5,-7.5,8.850773
35.5,-6.875,9.634063
35.5,-6.25,10.704117
35.5,-5.625,12.828061
35.5,-5.0,12.481489
35.5,-4.375,12.405577
35.5,-3.75,12.398723
35.5,-3.125,12.368794
35.5,-2.5,13.336123
35.5,-1.875,14.142471
35.5,-1.25,15.216077
35.5,-0.625,17.360474
35.5,0.0,18.255468
35.5,0.625,19.028193
35.5,1.25,20.212643
35.5,1.875,22.510126
35.5,2.5,26.057915
35.5,3.125,29.45159
35.5,3.75,32.30408
35.5,4.375,35.763485
35.5,5.0,36.43576
35.5,5.625,33.371162
35.5,6.25,30.160694
