Latitude,Longitude,Air Pollution Level
41.0,-10.625,3.0522298e-08
41.0,-10.0,3.1264236e-08
41.0,-9.375,3.1969268e-08
41.0,-8.75,3.0615563e-08
41.0,-8.125,3.124431e-08
41.0,-7.5,3.2055667e-08
41.0,-6.875,3.3268687e-08
41.0,-6.25,3.4390798e-08
41.0,-5.625,3.4970792e-08
41.0,-5.0,3.575653e-08
41.0,-4.375,3.638006e-08
41.0,-3.75,3.614037e-08
41.0,-3.125,3.6567066e-08
41.0,-2.5,3.699628e-08
41.0,-1.875,3.7310183e-08
41.0,-1.25,3.695329e-08
41.0,-0.625,3.682728e-08
41.0,0.0,3.6612633e-08
41.0,0.625,3.6384826e-08
41.0,1.25,3.734633e-08
41.0,1.875,3.8624712e-08
41.0,2.5,3.8754344e-08
41.0,3.125,3.8704876e-08
41.0,3.75,3.8319342e-08
41.0,4.375,3.8025732e-08
41.0,5.0,3.785605e-08
41.0,5.625,3.7930114e-08
41.0,6.25,3.815887e-08
41.0,6.875,3.858202e-08
41.0,7.5,3.8780364e-08
41.0,8.125,3.9443144e-08
41.0,8.75,3.9191338e-08
41.0,9.375,3.8373837e-08
41.0,10.0,3.919159e-08
41.0,10.625,3.8905718e-08
41.0,11.25,3.902188e-08
41.0,11.875,3.9142545e-08
41.0,12.5,3.9652342e-08
41.0,13.125,4.038416e-08
41.0,13.75,4.080755e-08
41.0,14.375,3.935775e-08
41.0,15.0,3.915787e-08
41.0,15.625,3.9552393e-08
41.0,16.25,3.998811e-08
41.0,16.875,4.0554582e-08
41.0,17.5,4.2046054e-08
41.0,18.125,4.2126583e-08
41.0,18.75,4.2225327e-08
41.0,19.375,4.1700137e-08
41.0,20.0,4.048804e-08
41.0,20.625,4.0224137e-08
41.0,21.25,3.9175347e-08
41.0,21.875,3.8332868e-08
41.0,22.5,3.7871732e-08
41.0,23.125,3.8741835e-08
41.0,23.75,3.956151e-08
41.0,24.375,3.9544336e-08
41.0,25.0,3.925646e-08
41.0,25.625,3.8255553e-08
41.0,26.25,3.7032574e-08
41.0,26.875,3.6126842e-08
41.0,27.5,3.6038873e-08
41.0,28.125,3.6419763e-08
41.0,28.75,3.416683e-08
41.0,29.375,3.3876066e-08
41.0,30.0,3.545724e-08
41.0,30.625,3.6869594e-08
41.0,31.25,3.701619e-08
41.0,31.875,3.69052e-08
41.0,32.5,3.8376932e-08
41.0,33.125,3.934086e-08
41.0,33.75,3.9526217e-08
41.0,34.375,3.9080255e-08
41.0,35.0,3.799306e-08
41.0,35.625,3.7388116e-08
41.0,36.25,3.6992503e-08
41.0,36.875,3.763986e-08
41.0,37.5,3.853383e-08
41.0,38.125,3.886796e-08
41.0,38.75,3.9158312e-08
41.0,39.375,3.9744368e-08
41.0,40.0,3.9881698e-08
41.0,40.625,4.125847e-08
41.0,41.25,4.203291e-08
41.0,41.875,4.3223682e-08
41.0,42.5,4.4952557e-08
41.0,43.125,4.560318e-08
41.0,43.75,4.5565088e-08
41.0,44.375,4.4260652e-08
41.0,45.0,4.307822e-08
41.0,45.625,4.193337e-08
41.0,46.25,4.099933e-08
41.0,46.875,4.135298e-08
41.0,47.5,4.2058137e-08
41.5,-28.125,2.8120363e-08
41.5,-27.5,2.8193632e-08
41.5,-26.875,2.8259416e-08
41.5,-26.25,2.832301e-08
41.5,-25.625,2.8359645e-08
41.5,-25.0,2.83541e-08
41.5,-24.375,2.8352652e-08
41.5,-23.75,2.8357121e-08
41.5,-23.125,2.8345381e-08
41.5,-22.5,2.835954e-08
41.5,-21.875,2.8391948e-08
41.5,-21.25,2.8411261e-08
41.5,-20.625,2.8439626e-08
41.5,-20.0,2.845533e-08
41.5,-19.375,2.8498059e-08
41.5,-18.75,2.8577077e-08
41.5,-18.125,2.8663987e-08
41.5,-17.5,2.8750698e-08
41.5,-16.875,2.8810058e-08
41.5,-16.25,2.8859597e-08
41.5,-15.625,2.8918919e-08
41.5,-15.0,2.898916e-08
41.5,-14.375,2.90806e-08
41.5,-13.75,2.9223946e-08
41.5,-13.125,2.9382935e-08
41.5,-12.5,2.9546886e-08
41.5,-11.875,2.9733233e-08
41.5,-11.25,2.9973997e-08
41.5,-10.625,3.0261535e-08
41.5,-10.0,3.1133432e-08
41.5,-9.375,3.1841807e-08
41.5,-8.75,2.994296e-08
41.5,-8.125,3.1041775e-08
41.5,-7.5,3.159762e-08
41.5,-6.875,3.262807e-08
41.5,-6.25,3.3551895e-08
41.5,-5.625,3.3872947e-08
41.5,-5.0,3.44454e-08
41.5,-4.375,3.5699365e-08
41.5,-3.75,3.662902e-08
41.5,-3.125,3.7025753e-08
41.5,-2.5,3.66462e-08
41.5,-1.875,3.645762e-08
41.5,-1.25,3.518263e-08
41.5,-0.625,3.4484188e-08
41.5,0.0,3.4817067e-08
41.5,0.625,3.544041e-08
41.5,1.25,3.5796457e-08
41.5,1.875,3.646767e-08
41.5,2.5,3.7436088e-08
41.5,3.125,3.8074553e-08
41.5,3.75,3.7759428e-08
41.5,4.375,3.7493983e-08
41.5,5.0,3.7346968e-08
41.5,5.625,3.7512372e-08
41.5,6.25,3.7883375e-08
41.5,6.875,3.836114e-08
41.5,7.5,3.8658712e-08
41.5,8.125,3.9218566e-08
41.5,8.75,3.9439254e-08
41.5,9.375,3.9884426e-08
41.5,10.0,3.953315e-08
41.5,10.625,3.9117115e-08
41.5,11.25,3.9053397e-08
41.5,11.875,3.9329205e-08
41.5,12.5,3.971393e-08
41.5,13.125,3.9702954e-08
41.5,13.75,3.9739096e-08
41.5,14.375,3.9459266e-08
41.5,15.0,3.936398e-08
41.5,15.625,3.9421252e-08
41.5,16.25,4.1018865e-08
41.5,16.875,4.18202e-08
41.5,17.5,4.2052115e-08
41.5,18.125,4.1991505e-08
41.5,18.75,4.194409e-08
41.5,19.375,4.1220478e-08
41.5,20.0,3.972397e-08
41.5,20.625,3.9575458e-08
41.5,21.25,3.8123098e-08
41.5,21.875,3.760128e-08
41.5,22.5,3.8107924e-08
41.5,23.125,3.9369745e-08
41.5,23.75,3.964844e-08
41.5,24.375,3.8810853e-08
41.5,25.0,3.8049905e-08
41.5,25.625,3.7301515e-08
41.5,26.25,3.652681e-08
41.5,26.875,3.59929e-08
41.5,27.5,3.595253e-08
41.5,28.125,3.703426e-08
41.5,28.75,3.6165194e-08
41.5,29.375,3.6513228e-08
41.5,30.0,3.7088046e-08
41.5,30.625,3.77773e-08
41.5,31.25,3.7915157e-08
41.5,31.875,3.741587e-08
41.5,32.5,3.695992e-08
41.5,33.125,3.801406e-08
41.5,33.75,3.8923165e-08
41.5,34.375,3.8393047e-08
41.5,35.0,3.7650405e-08
41.5,35.625,3.7812573e-08
41.5,36.25,3.817305e-08
41.5,36.875,3.8375518e-08
41.5,37.5,3.813189e-08
41.5,38.125,3.8377994e-08
41.5,38.75,3.860152e-08
41.5,39.375,3.8917868e-08
41.5,40.0,3.9460684e-08
41.5,40.625,4.005299e-08
41.5,41.25,4.1381437e-08
41.5,41.875,4.1413916e-08
41.5,42.5,4.3102798e-08
41.5,43.125,4.395921e-08
41.5,43.75,4.4055785e-08
41.5,44.375,4.1981064e-08
41.5,45.0,4.075371e-08
41.5,45.625,4.123945e-08
41.5,46.25,4.1677318e-08
41.5,46.875,4.3641865e-08
41.5,47.5,4.469754e-08
42.0,-28.125,2.8132007e-08
42.0,-27.5,2.8195757e-08
42.0,-26.875,2.8261294e-08
42.0,-26.25,2.8331096e-08
42.0,-25.625,2.8373925e-08
42.0,-25.0,2.835919e-08
42.0,-24.375,2.8358075e-08
42.0,-23.75,2.8347966e-08
42.0,-23.125,2.8315238e-08
42.0,-22.5,2.831893e-08
42.0,-21.875,2.8334425e-08
42.0,-21.25,2.8357958e-08
42.0,-20.625,2.8374814e-08
42.0,-20.0,2.8403626e-08
42.0,-19.375,2.845898e-08
42.0,-18.75,2.8550128e-08
42.0,-18.125,2.8656688e-08
42.0,-17.5,2.8750895e-08
42.0,-16.875,2.8813892e-08
42.0,-16.25,2.8849284e-08
42.0,-15.625,2.8915633e-08
42.0,-15.0,2.8988165e-08
42.0,-14.375,2.90661e-08
42.0,-13.75,2.9183562e-08
42.0,-13.125,2.9339482e-08
42.0,-12.5,2.9503433e-08
42.0,-11.875,2.9667612e-08
42.0,-11.25,2.997426e-08
42.0,-10.625,3.037761e-08
42.0,-10.0,3.121058e-08
42.0,-9.375,3.174008e-08
42.0,-8.75,3.0090895e-08
42.0,-8.125,3.060398e-08
42.0,-7.5,3.1575723e-08
42.0,-6.875,3.241523e-08
42.0,-6.25,3.2760934e-08
42.0,-5.625,3.309141e-08
42.0,-5.0,3.3274993e-08
42.0,-4.375,3.4515715e-08
42.0,-3.75,3.5199367e-08
42.0,-3.125,3.5873686e-08
42.0,-2.5,3.5547806e-08
42.0,-1.875,3.502231e-08
42.0,-1.25,3.389749e-08
42.0,-0.625,3.4730505e-08
42.0,0.0,3.6220015e-08
42.0,0.625,3.7233765e-08
42.0,1.25,3.8233555e-08
42.0,1.875,3.8182492e-08
42.0,2.5,3.6590745e-08
42.0,3.125,3.6930153e-08
42.0,3.75,3.7051016e-08
42.0,4.375,3.7042025e-08
42.0,5.0,3.714578e-08
42.0,5.625,3.746436e-08
42.0,6.25,3.7889105e-08
42.0,6.875,3.8515495e-08
42.0,7.5,3.8889358e-08
42.0,8.125,3.9471622e-08
42.0,8.75,3.996276e-08
42.0,9.375,4.0081552e-08
42.0,10.0,3.9725272e-08
42.0,10.625,3.9456303e-08
42.0,11.25,3.9373123e-08
42.0,11.875,3.878013e-08
42.0,12.5,3.8104805e-08
42.0,13.125,3.9531674e-08
42.0,13.75,4.0064354e-08
42.0,14.375,3.969488e-08
42.0,15.0,4.051763e-08
42.0,15.625,4.128729e-08
42.0,16.25,4.1738033e-08
42.0,16.875,4.1698218e-08
42.0,17.5,4.181521e-08
42.0,18.125,4.178658e-08
42.0,18.75,4.1435538e-08
42.0,19.375,4.0239236e-08
42.0,20.0,3.8505906e-08
42.0,20.625,3.8154717e-08
42.0,21.25,3.6300136e-08
42.0,21.875,3.708022e-08
42.0,22.5,3.8510446e-08
42.0,23.125,3.9273612e-08
42.0,23.75,3.9313196e-08
42.0,24.375,3.818638e-08
42.0,25.0,3.7265202e-08
42.0,25.625,3.6195413e-08
42.0,26.25,3.5511118e-08
42.0,26.875,3.5872954e-08
42.0,27.5,3.6602934e-08
42.0,28.125,3.7766814e-08
42.0,28.75,3.710675e-08
42.0,29.375,3.7137145e-08
42.0,30.0,3.737387e-08
42.0,30.625,3.767623e-08
42.0,31.25,3.790831e-08
42.0,31.875,3.810582e-08
42.0,32.5,3.832419e-08
42.0,33.125,3.8231338e-08
42.0,33.75,3.8281396e-08
42.0,34.375,3.8091418e-08
42.0,35.0,3.7941646e-08
42.0,35.625,3.7775646e-08
42.0,36.25,3.754102e-08
42.0,36.875,3.7567755e-08
42.0,37.5,3.793878e-08
42.0,38.125,3.8217618e-08
42.0,38.75,3.8783103e-08
42.0,39.375,3.9206284e-08
42.0,40.0,4.0067018e-08
42.0,40.625,4.0282007e-08
42.0,41.25,4.0726025e-08
42.0,41.875,3.975261e-08
42.0,42.5,3.9621916e-08
42.0,43.125,4.0269317e-08
42.0,43.75,4.0800476e-08
42.0,44.375,4.0642384e-08
42.0,45.0,4.1663515e-08
42.0,45.625,4.285497e-08
42.0,46.25,4.4119698e-08
42.0,46.875,4.510741e-08
42.0,47.5,4.3443436e-08
42.5,-28.125,2.8181386e-08
42.5,-27.5,2.8257377e-08
42.5,-26.875,2.8328037e-08
42.5,-26.25,2.8371192e-08
42.5,-25.625,2.8377142e-08
42.5,-25.0,2.8360413e-08
42.5,-24.375,2.8349127e-08
42.5,-23.75,2.8322146e-08
42.5,-23.125,2.8292542e-08
42.5,-22.5,2.8294108e-08
42.5,-21.875,2.8310136e-08
42.5,-21.25,2.8330758e-08
42.5,-20.625,2.8338034e-08
42.5,-20.0,2.8361814e-08
42.5,-19.375,2.8422942e-08
42.5,-18.75,2.852228e-08
42.5,-18.125,2.863818e-08
42.5,-17.5,2.8742209e-08
42.5,-16.875,2.8800432e-08
42.5,-16.25,2.8827909e-08
42.5,-15.625,2.888664e-08
42.5,-15.0,2.8958226e-08
42.5,-14.375,2.9032758e-08
42.5,-13.75,2.9144994e-08
42.5,-13.125,2.9290222e-08
42.5,-12.5,2.9424779e-08
42.5,-11.875,2.9577675e-08
42.5,-11.25,2.9890046e-08
42.5,-10.625,3.0296622e-08
42.5,-10.0,3.1207914e-08
42.5,-9.375,3.1184538e-08
42.5,-8.75,2.956271e-08
42.5,-8.125,3.0050977e-08
42.5,-7.5,3.1027614e-08
42.5,-6.875,3.222465e-08
42.5,-6.25,3.261112e-08
42.5,-5.625,3.292977e-08
42.5,-5.0,3.3580218e-08
42.5,-4.375,3.3682763e-08
42.5,-3.75,3.379848e-08
42.5,-3.125,3.4249457e-08
42.5,-2.5,3.36839e-08
42.5,-1.875,3.3097173e-08
42.5,-1.25,3.396006e-08
42.5,-0.625,3.6416264e-08
42.5,0.0,3.770566e-08
42.5,0.625,3.8065814e-08
42.5,1.25,3.8065192e-08
42.5,1.875,3.7831576e-08
42.5,2.5,3.6186684e-08
42.5,3.125,3.6167137e-08
42.5,3.75,3.6384183e-08
42.5,4.375,3.6456946e-08
42.5,5.0,3.6619348e-08
42.5,5.625,3.7067327e-08
42.5,6.25,3.7693002e-08
42.5,6.875,3.833588e-08
42.5,7.5,3.8799907e-08
42.5,8.125,3.964077e-08
42.5,8.75,4.027999e-08
42.5,9.375,3.987621e-08
42.5,10.0,4.0112486e-08
42.5,10.625,3.975628e-08
42.5,11.25,3.8516937e-08
42.5,11.875,3.7558113e-08
42.5,12.5,3.8060893e-08
42.5,13.125,3.9303924e-08
42.5,13.75,3.954162e-08
42.5,14.375,4.1101313e-08
42.5,15.0,4.13162e-08
42.5,15.625,4.146509e-08
42.5,16.25,4.162095e-08
42.5,16.875,4.159366e-08
42.5,17.5,4.1569027e-08
42.5,18.125,4.072102e-08
42.5,18.75,3.9377642e-08
42.5,19.375,3.8679296e-08
42.5,20.0,3.7701245e-08
42.5,20.625,3.6754027e-08
42.5,21.25,3.51127e-08
42.5,21.875,3.7055973e-08
42.5,22.5,3.794627e-08
42.5,23.125,3.8403748e-08
42.5,23.75,3.8443815e-08
42.5,24.375,3.7362874e-08
42.5,25.0,3.6444167e-08
42.5,25.625,3.6003968e-08
42.5,26.25,3.5568412e-08
42.5,26.875,3.6159054e-08
42.5,27.5,3.6965773e-08
42.5,28.125,3.795411e-08
42.5,28.75,3.7554017e-08
42.5,29.375,3.751538e-08
42.5,30.0,3.752851e-08
42.5,30.625,3.764154e-08
42.5,31.25,3.7779422e-08
42.5,31.875,3.777997e-08
42.5,32.5,3.7831406e-08
42.5,33.125,3.783546e-08
42.5,33.75,3.7782566e-08
42.5,34.375,3.7702343e-08
42.5,35.0,3.7589167e-08
42.5,35.625,3.7420353e-08
42.5,36.25,3.7436934e-08
42.5,36.875,3.778458e-08
42.5,37.5,3.8310468e-08
42.5,38.125,3.880608e-08
42.5,38.75,3.9309267e-08
42.5,39.375,3.9957754e-08
42.5,40.0,4.071314e-08
42.5,40.625,4.094822e-08
42.5,41.25,4.1320526e-08
42.5,41.875,4.006645e-08
42.5,42.5,3.968291e-08
42.5,43.125,4.0733223e-08
42.5,43.75,4.2106237e-08
42.5,44.375,4.3072223e-08
42.5,45.0,4.3450914e-08
42.5,45.625,4.355019e-08
42.5,46.25,4.3955325e-08
42.5,46.875,4.2834206e-08
42.5,47.5,3.934984e-08
43.0,-28.125,2.820051e-08
43.0,-27.5,2.830172e-08
43.0,-26.875,2.837731e-08
43.0,-26.25,2.83935e-08
43.0,-25.625,2.8374464e-08
43.0,-25.0,2.833772e-08
43.0,-24.375,2.8308097e-08
43.0,-23.75,2.8283894e-08
43.0,-23.125,2.826945e-08
43.0,-22.5,2.8259622e-08
43.0,-21.875,2.8282454e-08
43.0,-21.25,2.8318668e-08
43.0,-20.625,2.831896e-08
43.0,-20.0,2.8333199e-08
43.0,-19.375,2.8383216e-08
43.0,-18.75,2.848131e-08
43.0,-18.125,2.8599406e-08
43.0,-17.5,2.8716515e-08
43.0,-16.875,2.8781962e-08
43.0,-16.25,2.8818254e-08
43.0,-15.625,2.8885577e-08
43.0,-15.0,2.8944724e-08
43.0,-14.375,2.899963e-08
43.0,-13.75,2.9116451e-08
43.0,-13.125,2.9274096e-08
43.0,-12.5,2.943942e-08
43.0,-11.875,2.9628806e-08
43.0,-11.25,3.0011623e-08
43.0,-10.625,3.042805e-08
43.0,-10.0,3.1171833e-08
43.0,-9.375,3.0672375e-08
43.0,-8.75,2.908243e-08
43.0,-8.125,2.8880152e-08
43.0,-7.5,2.9850984e-08
43.0,-6.875,3.1090014e-08
43.0,-6.25,3.1871753e-08
43.0,-5.625,3.213976e-08
43.0,-5.0,3.358418e-08
43.0,-4.375,3.3483612e-08
43.0,-3.75,3.2891112e-08
43.0,-3.125,3.2425138e-08
43.0,-2.5,3.2321505e-08
43.0,-1.875,3.2509348e-08
43.0,-1.25,3.3252842e-08
43.0,-0.625,3.4696058e-08
43.0,0.0,3.5500836e-08
43.0,0.625,3.5656992e-08
43.0,1.25,3.5083552e-08
43.0,1.875,3.472444e-08
43.0,2.5,3.399296e-08
43.0,3.125,3.496967e-08
43.0,3.75,3.5836692e-08
43.0,4.375,3.6067668e-08
43.0,5.0,3.610756e-08
43.0,5.625,3.6884487e-08
43.0,6.25,3.816827e-08
43.0,6.875,3.903994e-08
43.0,7.5,3.9307523e-08
43.0,8.125,3.9737348e-08
43.0,8.75,4.0308706e-08
43.0,9.375,4.0533948e-08
43.0,10.0,4.0286412e-08
43.0,10.625,3.8685265e-08
43.0,11.25,3.6851443e-08
43.0,11.875,3.6893965e-08
43.0,12.5,3.767573e-08
43.0,13.125,3.8628162e-08
43.0,13.75,3.9413315e-08
43.0,14.375,4.1095173e-08
43.0,15.0,4.098152e-08
43.0,15.625,4.119003e-08
43.0,16.25,4.119802e-08
43.0,16.875,4.0895067e-08
43.0,17.5,3.9774402e-08
43.0,18.125,3.808823e-08
43.0,18.75,3.7846714e-08
43.0,19.375,3.7509345e-08
43.0,20.0,3.7415408e-08
43.0,20.625,3.665338e-08
43.0,21.25,3.5886583e-08
43.0,21.875,3.6536825e-08
43.0,22.5,3.7539518e-08
43.0,23.125,3.7515044e-08
43.0,23.75,3.6941582e-08
43.0,24.375,3.6997836e-08
43.0,25.0,3.7026222e-08
43.0,25.625,3.652653e-08
43.0,26.25,3.6364863e-08
43.0,26.875,3.625456e-08
43.0,27.5,3.6089997e-08
43.0,28.125,3.7737692e-08
43.0,28.75,3.756397e-08
43.0,29.375,3.759566e-08
43.0,30.0,3.7585828e-08
43.0,30.625,3.765234e-08
43.0,31.25,3.7729215e-08
43.0,31.875,3.7664613e-08
43.0,32.5,3.7673725e-08
43.0,33.125,3.766764e-08
43.0,33.75,3.764917e-08
43.0,34.375,3.759219e-08
43.0,35.0,3.7487464e-08
43.0,35.625,3.7470528e-08
43.0,36.25,3.7597264e-08
43.0,36.875,3.791269e-08
43.0,37.5,3.8523822e-08
43.0,38.125,3.9014118e-08
43.0,38.75,3.9581682e-08
43.0,39.375,4.0386062e-08
43.0,40.0,4.1613966e-08
43.0,40.625,4.280493e-08
43.0,41.25,4.2344205e-08
43.0,41.875,4.273389e-08
43.0,42.5,4.4366427e-08
43.0,43.125,4.46984e-08
43.0,43.75,4.251045e-08
43.0,44.375,4.028389e-08
43.0,45.0,3.9336626e-08
43.0,45.625,3.8381188e-08
43.0,46.25,3.8790887e-08
43.0,46.875,3.8202213e-08
43.0,47.5,3.733231e-08
43.5,-28.125,2.8160015e-08
43.5,-27.5,2.8283651e-08
43.5,-26.875,2.8374293e-08
43.5,-26.25,2.8396155e-08
43.5,-25.625,2.8375368e-08
43.5,-25.0,2.8318054e-08
43.5,-24.375,2.8269154e-08
43.5,-23.75,2.8250074e-08
43.5,-23.125,2.8241562e-08
43.5,-22.5,2.8234005e-08
43.5,-21.875,2.826584e-08
43.5,-21.25,2.8296096e-08
43.5,-20.625,2.829623e-08
43.5,-20.0,2.8306076e-08
43.5,-19.375,2.834329e-08
43.5,-18.75,2.8433693e-08
43.5,-18.125,2.8550938e-08
43.5,-17.5,2.8665731e-08
43.5,-16.875,2.8743653e-08
43.5,-16.25,2.8810062e-08
43.5,-15.625,2.8898267e-08
43.5,-15.0,2.8992625e-08
43.5,-14.375,2.9078551e-08
43.5,-13.75,2.918136e-08
43.5,-13.125,2.9325852e-08
43.5,-12.5,2.9480354e-08
43.5,-11.875,2.964579e-08
43.5,-11.25,2.9947966e-08
43.5,-10.625,3.026297e-08
43.5,-10.0,3.107728e-08
43.5,-9.375,3.155214e-08
43.5,-8.75,3.1201782e-08
43.5,-8.125,2.9848053e-08
43.5,-7.5,3.0273537e-08
43.5,-6.875,3.1277704e-08
43.5,-6.25,3.1436564e-08
43.5,-5.625,3.172842e-08
43.5,-5.0,3.345157e-08
43.5,-4.375,3.43422e-08
43.5,-3.75,3.370626e-08
43.5,-3.125,3.399298e-08
43.5,-2.5,3.402995e-08
43.5,-1.875,3.425588e-08
43.5,-1.25,3.2925026e-08
43.5,-0.625,3.2707867e-08
43.5,0.0,3.287367e-08
43.5,0.625,3.2862904e-08
43.5,1.25,3.2402664e-08
43.5,1.875,3.2519313e-08
43.5,2.5,3.293264e-08
43.5,3.125,3.34801e-08
43.5,3.75,3.472711e-08
43.5,4.375,3.447778e-08
43.5,5.0,3.417266e-08
43.5,5.625,3.479599e-08
43.5,6.25,3.7153246e-08
43.5,6.875,3.8887872e-08
43.5,7.5,3.990883e-08
43.5,8.125,3.9970978e-08
43.5,8.75,4.0292736e-08
43.5,9.375,4.048719e-08
43.5,10.0,4.0244686e-08
43.5,10.625,3.780521e-08
43.5,11.25,3.666725e-08
43.5,11.875,3.7318667e-08
43.5,12.5,3.7484934e-08
43.5,13.125,3.8092185e-08
43.5,13.75,3.988043e-08
43.5,14.375,4.0721755e-08
43.5,15.0,4.0699625e-08
43.5,15.625,4.0543895e-08
43.5,16.25,3.957943e-08
43.5,16.875,3.8687478e-08
43.5,17.5,3.7661334e-08
43.5,18.125,3.7078824e-08
43.5,18.75,3.668988e-08
43.5,19.375,3.650975e-08
43.5,20.0,3.6581174e-08
43.5,20.625,3.6311533e-08
43.5,21.25,3.5747146e-08
43.5,21.875,3.6173763e-08
43.5,22.5,3.672158e-08
43.5,23.125,3.6644906e-08
43.5,23.75,3.5720962e-08
43.5,24.375,3.542066e-08
43.5,25.0,3.544916e-08
43.5,25.625,3.553338e-08
43.5,26.25,3.6012356e-08
43.5,26.875,3.575216e-08
43.5,27.5,3.5333674e-08
43.5,28.125,3.6530196e-08
43.5,28.75,3.7614253e-08
43.5,29.375,3.7442906e-08
43.5,30.0,3.747343e-08
43.5,30.625,3.7463636e-08
43.5,31.25,3.743138e-08
43.5,31.875,3.7359918e-08
43.5,32.5,3.7379035e-08
43.5,33.125,3.7543884e-08
43.5,33.75,3.751158e-08
43.5,34.375,3.73931e-08
43.5,35.0,3.733372e-08
43.5,35.625,3.735325e-08
43.5,36.25,3.7499554e-08
43.5,36.875,3.7752343e-08
43.5,37.5,3.8248444e-08
43.5,38.125,3.889353e-08
43.5,38.75,3.9542556e-08
43.5,39.375,4.0299625e-08
43.5,40.0,4.0572807e-08
43.5,40.625,4.3281823e-08
43.5,41.25,4.319133e-08
43.5,41.875,4.379296e-08
43.5,42.5,4.389125e-08
43.5,43.125,4.2214143e-08
43.5,43.75,3.8048597e-08
43.5,44.375,3.539898e-08
43.5,45.0,3.48774e-08
43.5,45.625,3.4042042e-08
43.5,46.25,3.485767e-08
43.5,46.875,3.504073e-08
43.5,47.5,3.614186e-08
44.0,-28.125,2.8172229e-08
44.0,-27.5,2.8276814e-08
44.0,-26.875,2.8357215e-08
44.0,-26.25,2.8376661e-08
44.0,-25.625,2.836672e-08
44.0,-25.0,2.8293314e-08
44.0,-24.375,2.823438e-08
44.0,-23.75,2.82202e-08
44.0,-23.125,2.8222557e-08
44.0,-22.5,2.822685e-08
44.0,-21.875,2.8248207e-08
44.0,-21.25,2.8265083e-08
44.0,-20.625,2.8262065e-08
44.0,-20.0,2.8275418e-08
44.0,-19.375,2.8304472e-08
44.0,-18.75,2.8379347e-08
44.0,-18.125,2.8487335e-08
44.0,-17.5,2.8599509e-08
44.0,-16.875,2.8695315e-08
44.0,-16.25,2.8776505e-08
44.0,-15.625,2.8886472e-08
44.0,-15.0,2.9025816e-08
44.0,-14.375,2.9150906e-08
44.0,-13.75,2.9263962e-08
44.0,-13.125,2.9360539e-08
44.0,-12.5,2.9477466e-08
44.0,-11.875,2.9659422e-08
44.0,-11.25,2.991942e-08
44.0,-10.625,3.019456e-08
44.0,-10.0,3.0790243e-08
44.0,-9.375,3.137685e-08
44.0,-8.75,3.177866e-08
44.0,-8.125,3.1854096e-08
44.0,-7.5,3.2043005e-08
44.0,-6.875,3.2262967e-08
44.0,-6.25,3.247621e-08
44.0,-5.625,3.2376438e-08
44.0,-5.0,3.307561e-08
44.0,-4.375,3.3336214e-08
44.0,-3.75,3.3425152e-08
44.0,-3.125,3.3542385e-08
44.0,-2.5,3.3604532e-08
44.0,-1.875,3.385915e-08
44.0,-1.25,3.293635e-08
44.0,-0.625,3.1689122e-08
44.0,0.0,3.170166e-08
44.0,0.625,3.152652e-08
44.0,1.25,3.1496832e-08
44.0,1.875,3.218169e-08
44.0,2.5,3.286054e-08
44.0,3.125,3.3645804e-08
44.0,3.75,3.4191252e-08
44.0,4.375,3.328296e-08
44.0,5.0,3.3722465e-08
44.0,5.625,3.6191476e-08
44.0,6.25,3.8725215e-08
44.0,6.875,3.9198454e-08
44.0,7.5,3.8371823e-08
44.0,8.125,3.869477e-08
44.0,8.75,4.0468063e-08
44.0,9.375,4.0610423e-08
44.0,10.0,3.9301096e-08
44.0,10.625,3.7151274e-08
44.0,11.25,3.6528522e-08
44.0,11.875,3.6504076e-08
44.0,12.5,3.7835733e-08
44.0,13.125,3.9536474e-08
44.0,13.75,4.0276795e-08
44.0,14.375,4.0349e-08
44.0,15.0,3.988852e-08
44.0,15.625,3.8166974e-08
44.0,16.25,3.7356124e-08
44.0,16.875,3.7413113e-08
44.0,17.5,3.6267103e-08
44.0,18.125,3.5141603e-08
44.0,18.75,3.5920806e-08
44.0,19.375,3.5539102e-08
44.0,20.0,3.4740225e-08
44.0,20.625,3.498363e-08
44.0,21.25,3.49096e-08
44.0,21.875,3.5182257e-08
44.0,22.5,3.524836e-08
44.0,23.125,3.4489435e-08
44.0,23.75,3.4082333e-08
44.0,24.375,3.367407e-08
44.0,25.0,3.4177212e-08
44.0,25.625,3.4000458e-08
44.0,26.25,3.3785142e-08
44.0,26.875,3.410243e-08
44.0,27.5,3.4422474e-08
44.0,28.125,3.513744e-08
44.0,28.75,3.6980467e-08
44.0,29.375,3.723465e-08
44.0,30.0,3.7364302e-08
44.0,30.625,3.73264e-08
44.0,31.25,3.7188716e-08
44.0,31.875,3.70992e-08
44.0,32.5,3.717191e-08
44.0,33.125,3.733346e-08
44.0,33.75,3.7376058e-08
44.0,34.375,3.7276916e-08
44.0,35.0,3.7213148e-08
44.0,35.625,3.7224563e-08
44.0,36.25,3.7406252e-08
44.0,36.875,3.7608007e-08
44.0,37.5,3.7918824e-08
44.0,38.125,3.8413038e-08
44.0,38.75,3.902668e-08
44.0,39.375,3.836738e-08
44.0,40.0,3.777741e-08
44.0,40.625,3.859304e-08
44.0,41.25,3.9648704e-08
44.0,41.875,3.9475363e-08
44.0,42.5,3.926346e-08
44.0,43.125,3.706826e-08
44.0,43.75,3.461307e-08
44.0,44.375,3.4308474e-08
44.0,45.0,3.4414448e-08
