Latitude,Longitude,Air Pollution Level
32.0,17.5,9.960523e-11
32.0,18.125,9.605992e-11
32.0,18.75,1.2921782e-10
32.0,19.375,2.5926392e-10
32.0,20.0,1.0809228e-09
32.0,20.625,1.1832293e-09
32.0,21.25,5.5328864e-10
32.0,21.875,4.02289e-10
32.0,22.5,3.8489345e-10
32.0,23.125,2.9028524e-10
32.0,23.75,4.987635e-10
32.0,24.375,2.0713352e-10
32.0,25.0,1.746925e-10
32.0,25.625,1.4304304e-10
32.0,26.25,1.3122305e-10
32.0,26.875,1.4055926e-10
32.0,27.5,1.5441154e-10
32.0,28.125,1.8387555e-10
32.0,28.75,2.4946628e-10
32.0,29.375,3.2953307e-10
32.0,30.0,3.6514775e-10
32.0,30.625,3.16983e-10
32.0,31.25,3.5010828e-10
32.0,31.875,4.031009e-10
32.0,32.5,4.495857e-10
32.0,33.125,6.7395584e-10
32.0,33.75,1.370448e-09
32.0,34.375,4.9414473e-09
32.0,35.0,1.262818e-08
32.0,35.625,6.7294916e-09
32.0,36.25,5.126167e-09
32.0,36.875,2.236383e-09
32.0,37.5,1.0976521e-09
32.0,38.125,6.4599875e-10
32.0,38.75,5.8454935e-10
32.0,39.375,5.2832355e-10
32.0,40.0,4.5028523e-10
32.0,40.625,4.4279214e-10
32.0,41.25,5.194029e-10
32.0,41.875,7.331275e-10
32.0,42.5,9.354244e-10
32.0,43.125,1.3022695e-09
32.0,43.75,2.6451077e-09
32.0,44.375,8.011448e-09
32.0,45.0,5.8228244e-09
32.0,45.625,3.3108847e-09
32.0,46.25,2.0050037e-09
32.0,46.875,1.658411e-09
32.0,47.5,1.7305314e-09
32.5,-28.125,2.7174497e-11
32.5,-27.5,2.5934189e-11
32.5,-26.875,2.6151073e-11
32.5,-26.25,2.6270486e-11
32.5,-25.625,2.5576796e-11
32.5,-25.0,2.5494697e-11
32.5,-24.375,2.5535699e-11
32.5,-23.75,2.6004915e-11
32.5,-23.125,2.6086137e-11
32.5,-22.5,2.6382457e-11
32.5,-21.875,2.7818662e-11
32.5,-21.25,2.983263e-11
32.5,-20.625,3.1813285e-11
32.5,-20.0,3.3850155e-11
32.5,-19.375,3.7098765e-11
32.5,-18.75,4.3073295e-11
32.5,-18.125,5.636766e-11
32.5,-17.5,8.438352e-11
32.5,-16.875,1.07820225e-10
32.5,-16.25,8.531637e-11
32.5,-15.625,7.339464e-11
32.5,-15.0,8.545325e-11
32.5,-14.375,1.0005709e-10
32.5,-13.75,1.1044756e-10
32.5,-13.125,1.0135738e-10
32.5,-12.5,8.598858e-11
32.5,-11.875,8.1157844e-11
32.5,-11.25,8.841183e-11
32.5,-10.625,1.1701731e-10
32.5,-10.0,1.9729893e-10
32.5,-9.375,4.83145e-10
32.5,-8.75,1.0045819e-09
32.5,-8.125,1.2103394e-09
32.5,-7.5,1.3009596e-09
32.5,-6.875,1.2247798e-09
32.5,-6.25,9.780998e-10
32.5,-5.625,5.0685545e-10
32.5,-5.0,4.272241e-10
32.5,-4.375,4.6519907e-10
32.5,-3.75,3.7542494e-10
32.5,-3.125,3.2698153e-10
32.5,-2.5,3.3941575e-10
32.5,-1.875,3.464939e-10
32.5,-1.25,3.3988273e-10
32.5,-0.625,3.5954223e-10
32.5,0.0,3.6801956e-10
32.5,0.625,3.460206e-10
32.5,1.25,3.1616032e-10
32.5,1.875,3.1369798e-10
32.5,2.5,3.4901665e-10
32.5,3.125,4.5665777e-10
32.5,3.75,4.824613e-10
32.5,4.375,4.1643375e-10
32.5,5.0,4.1529782e-10
32.5,5.625,4.564901e-10
32.5,6.25,3.608103e-10
32.5,6.875,2.978306e-10
32.5,7.5,2.678171e-10
32.5,8.125,2.5759045e-10
32.5,8.75,2.5427233e-10
32.5,9.375,2.7147487e-10
32.5,10.0,3.2990663e-10
32.5,10.625,4.2514645e-10
32.5,11.25,6.6960076e-10
32.5,11.875,1.4578476e-09
32.5,12.5,3.805308e-09
32.5,13.125,2.9277438e-09
32.5,13.75,1.2712426e-09
32.5,14.375,8.618454e-10
32.5,15.0,8.2665447e-10
32.5,15.625,4.309439e-10
32.5,16.25,1.6434552e-10
32.5,16.875,1.15924645e-10
32.5,17.5,9.4297556e-11
32.5,18.125,9.212947e-11
32.5,18.75,1.15126485e-10
32.5,19.375,2.0603882e-10
32.5,20.0,7.584823e-10
32.5,20.625,6.3909283e-10
32.5,21.25,3.6354808e-10
32.5,21.875,3.9005704e-10
32.5,22.5,3.659059e-10
32.5,23.125,2.1430897e-10
32.5,23.75,3.1293257e-10
32.5,24.375,1.5681398e-10
32.5,25.0,1.3036346e-10
32.5,25.625,1.2458745e-10
32.5,26.25,1.3178918e-10
32.5,26.875,1.4210423e-10
32.5,27.5,1.5697571e-10
32.5,28.125,1.7856054e-10
32.5,28.75,2.0310603e-10
32.5,29.375,2.1810717e-10
32.5,30.0,2.1215463e-10
32.5,30.625,1.9395134e-10
32.5,31.25,2.0507944e-10
32.5,31.875,2.4057573e-10
32.5,32.5,3.1883718e-10
32.5,33.125,5.2846333e-10
32.5,33.75,1.046163e-09
32.5,34.375,3.4891008e-09
32.5,35.0,9.437892e-09
32.5,35.625,1.0347632e-08
32.5,36.25,5.8155862e-09
32.5,36.875,2.0736672e-09
32.5,37.5,1.0412199e-09
32.5,38.125,6.992994e-10
32.5,38.75,6.2000505e-10
32.5,39.375,9.2830216e-10
32.5,40.0,6.6005396e-10
32.5,40.625,5.832974e-10
32.5,41.25,5.842546e-10
32.5,41.875,7.9002543e-10
32.5,42.5,1.1228123e-09
32.5,43.125,1.9220014e-09
32.5,43.75,5.4286176e-09
32.5,44.375,1.6994303e-08
32.5,45.0,7.372731e-09
32.5,45.625,3.2786462e-09
32.5,46.25,1.8369798e-09
32.5,46.875,1.586621e-09
32.5,47.5,1.7558678e-09
33.0,-28.125,2.7880122e-11
33.0,-27.5,2.6742383e-11
33.0,-26.875,2.6419603e-11
33.0,-26.25,2.6615567e-11
33.0,-25.625,2.6679048e-11
33.0,-25.0,2.6893095e-11
33.0,-24.375,2.7170068e-11
33.0,-23.75,2.763342e-11
33.0,-23.125,2.8111884e-11
33.0,-22.5,2.8980094e-11
33.0,-21.875,3.0408443e-11
33.0,-21.25,3.220566e-11
33.0,-20.625,3.4108497e-11
33.0,-20.0,3.5830543e-11
33.0,-19.375,3.8737444e-11
33.0,-18.75,4.2998667e-11
33.0,-18.125,5.2295206e-11
33.0,-17.5,7.367635e-11
33.0,-16.875,1.00136816e-10
33.0,-16.25,8.9007204e-11
33.0,-15.625,7.6104366e-11
33.0,-15.0,8.566925e-11
33.0,-14.375,1.0040759e-10
33.0,-13.75,1.1581735e-10
33.0,-13.125,1.1167994e-10
33.0,-12.5,9.748922e-11
33.0,-11.875,9.043048e-11
33.0,-11.25,9.1106706e-11
33.0,-10.625,1.0773169e-10
33.0,-10.0,1.5192592e-10
33.0,-9.375,2.9348998e-10
33.0,-8.75,8.017617e-10
33.0,-8.125,1.4158086e-09
33.0,-7.5,1.6006109e-09
33.0,-6.875,1.1517117e-09
33.0,-6.25,8.967606e-10
33.0,-5.625,6.3745514e-10
33.0,-5.0,5.5226157e-10
33.0,-4.375,5.2683363e-10
33.0,-3.75,4.3921403e-10
33.0,-3.125,3.2242134e-10
33.0,-2.5,3.6943448e-10
33.0,-1.875,3.7899314e-10
33.0,-1.25,3.6831163e-10
33.0,-0.625,4.1622683e-10
33.0,0.0,4.3203882e-10
33.0,0.625,4.0152506e-10
33.0,1.25,3.8288564e-10
33.0,1.875,3.5570086e-10
33.0,2.5,3.7848805e-10
33.0,3.125,5.1225657e-10
33.0,3.75,4.5987802e-10
33.0,4.375,4.2379097e-10
33.0,5.0,4.5092569e-10
33.0,5.625,5.0555055e-10
33.0,6.25,4.831721e-10
33.0,6.875,4.182847e-10
33.0,7.5,3.2548386e-10
33.0,8.125,3.0575958e-10
33.0,8.75,3.0083133e-10
33.0,9.375,3.037976e-10
33.0,10.0,3.7007822e-10
33.0,10.625,4.6270765e-10
33.0,11.25,6.2196887e-10
33.0,11.875,1.1617378e-09
33.0,12.5,2.9352025e-09
33.0,13.125,2.065827e-09
33.0,13.75,7.5296475e-10
33.0,14.375,5.166434e-10
33.0,15.0,3.2369016e-10
33.0,15.625,1.9646912e-10
33.0,16.25,1.2657317e-10
33.0,16.875,1.0344988e-10
33.0,17.5,9.092469e-11
33.0,18.125,8.945076e-11
33.0,18.75,1.0254476e-10
33.0,19.375,1.3843446e-10
33.0,20.0,2.3392743e-10
33.0,20.625,2.0807883e-10
33.0,21.25,1.8804232e-10
33.0,21.875,2.254458e-10
33.0,22.5,2.0839894e-10
33.0,23.125,1.7075699e-10
33.0,23.75,1.6026529e-10
33.0,24.375,1.4218228e-10
33.0,25.0,1.4329696e-10
33.0,25.625,1.4437403e-10
33.0,26.25,1.4574814e-10
33.0,26.875,1.4563133e-10
33.0,27.5,1.4772944e-10
33.0,28.125,1.5277137e-10
33.0,28.75,1.5872963e-10
33.0,29.375,1.6348006e-10
33.0,30.0,1.5714809e-10
33.0,30.625,1.4872197e-10
33.0,31.25,1.5388961e-10
33.0,31.875,1.7444236e-10
33.0,32.5,2.377773e-10
33.0,33.125,3.9643375e-10
33.0,33.75,7.212192e-10
33.0,34.375,1.9447168e-09
33.0,35.0,5.535287e-09
33.0,35.625,1.0248789e-08
33.0,36.25,5.495498e-09
33.0,36.875,2.2419344e-09
33.0,37.5,1.0778225e-09
33.0,38.125,7.02367e-10
33.0,38.75,7.2215517e-10
33.0,39.375,1.1267397e-09
33.0,40.0,9.556405e-10
33.0,40.625,8.6727336e-10
33.0,41.25,8.98497e-10
33.0,41.875,1.1636756e-09
33.0,42.5,1.5420255e-09
33.0,43.125,3.0553367e-09
33.0,43.75,7.573703e-09
33.0,44.375,1.8523282e-08
33.0,45.0,6.3149477e-09
33.0,45.625,2.2403792e-09
33.0,46.25,1.8039078e-09
33.0,46.875,1.6151136e-09
33.0,47.5,1.9145963e-09
33.5,-28.125,2.8803609e-11
33.5,-27.5,2.7289096e-11
33.5,-26.875,2.6293466e-11
33.5,-26.25,2.6213958e-11
33.5,-25.625,2.666824e-11
33.5,-25.0,2.7253493e-11
33.5,-24.375,2.7549445e-11
33.5,-23.75,2.8111477e-11
33.5,-23.125,2.933903e-11
33.5,-22.5,3.074301e-11
33.5,-21.875,3.220763e-11
33.5,-21.25,3.3594936e-11
33.5,-20.625,3.563078e-11
33.5,-20.0,3.7698483e-11
33.5,-19.375,4.020677e-11
33.5,-18.75,4.368009e-11
33.5,-18.125,4.9737717e-11
33.5,-17.5,5.90047e-11
33.5,-16.875,6.923438e-11
33.5,-16.25,7.8454875e-11
33.5,-15.625,7.667456e-11
33.5,-15.0,8.621934e-11
33.5,-14.375,1.0172891e-10
33.5,-13.75,1.2119103e-10
33.5,-13.125,1.2236806e-10
33.5,-12.5,1.1181455e-10
33.5,-11.875,1.0351365e-10
33.5,-11.25,1.0195285e-10
33.5,-10.625,1.13015645e-10
33.5,-10.0,1.387963e-10
33.5,-9.375,1.9645677e-10
33.5,-8.75,4.149562e-10
33.5,-8.125,9.536844e-10
33.5,-7.5,1.8874005e-09
33.5,-6.875,1.5091872e-09
33.5,-6.25,1.0940984e-09
33.5,-5.625,1.0624809e-09
33.5,-5.0,8.3367085e-10
33.5,-4.375,6.065793e-10
33.5,-3.75,5.184197e-10
33.5,-3.125,4.5454537e-10
33.5,-2.5,5.354587e-10
33.5,-1.875,5.327968e-10
33.5,-1.25,4.7538373e-10
33.5,-0.625,4.8000126e-10
33.5,0.0,4.934287e-10
33.5,0.625,4.4028348e-10
33.5,1.25,4.4896506e-10
33.5,1.875,4.2103745e-10
33.5,2.5,4.851442e-10
33.5,3.125,5.5407356e-10
33.5,3.75,5.0050636e-10
33.5,4.375,4.7488846e-10
33.5,5.0,4.838902e-10
33.5,5.625,5.603169e-10
33.5,6.25,5.8719496e-10
33.5,6.875,5.483281e-10
33.5,7.5,4.340004e-10
33.5,8.125,4.1193854e-10
33.5,8.75,4.1258014e-10
33.5,9.375,4.0473658e-10
33.5,10.0,4.6029555e-10
33.5,10.625,4.7736626e-10
33.5,11.25,4.3129492e-10
33.5,11.875,5.0825133e-10
33.5,12.5,7.800091e-10
33.5,13.125,5.8708793e-10
33.5,13.75,3.40941e-10
33.5,14.375,2.6229663e-10
33.5,15.0,1.9630404e-10
33.5,15.625,1.4520568e-10
33.5,16.25,1.1649383e-10
33.5,16.875,1.0246937e-10
33.5,17.5,9.4496404e-11
33.5,18.125,9.4203804e-11
33.5,18.75,1.0546422e-10
33.5,19.375,1.2325581e-10
33.5,20.0,1.5776179e-10
33.5,20.625,1.5109598e-10
33.5,21.25,1.4885256e-10
33.5,21.875,1.5482551e-10
33.5,22.5,1.569402e-10
33.5,23.125,1.5491121e-10
33.5,23.75,1.6489857e-10
33.5,24.375,1.6449407e-10
33.5,25.0,1.6741789e-10
33.5,25.625,1.6598824e-10
33.5,26.25,1.613584e-10
33.5,26.875,1.5455232e-10
33.5,27.5,1.490115e-10
33.5,28.125,1.4302284e-10
33.5,28.75,1.4152224e-10
33.5,29.375,1.4044935e-10
33.5,30.0,1.3642479e-10
33.5,30.625,1.2903383e-10
33.5,31.25,1.2635377e-10
33.5,31.875,1.4100321e-10
33.5,32.5,1.8810932e-10
33.5,33.125,2.942821e-10
33.5,33.75,4.6580945e-10
33.5,34.375,8.293113e-10
33.5,35.0,2.926362e-09
33.5,35.625,1.2468547e-08
33.5,36.25,6.2324284e-09
33.5,36.875,2.5069626e-09
33.5,37.5,1.138908e-09
33.5,38.125,7.088577e-10
33.5,38.75,6.4177164e-10
33.5,39.375,8.3384594e-10
33.5,40.0,9.212993e-10
33.5,40.625,8.6493024e-10
33.5,41.25,9.480933e-10
33.5,41.875,1.2100883e-09
33.5,42.5,1.7389944e-09
33.5,43.125,3.4230094e-09
33.5,43.75,6.420705e-09
33.5,44.375,9.675395e-09
33.5,45.0,3.3991725e-09
33.5,45.625,1.681678e-09
33.5,46.25,1.982869e-09
33.5,46.875,1.8093e-09
33.5,47.5,1.9992918e-09
34.0,-28.125,3.1533786e-11
34.0,-27.5,2.9682673e-11
34.0,-26.875,2.7704635e-11
34.0,-26.25,2.6815779e-11
34.0,-25.625,2.7149588e-11
34.0,-25.0,2.7254698e-11
34.0,-24.375,2.7266134e-11
34.0,-23.75,2.8162314e-11
34.0,-23.125,2.9289064e-11
34.0,-22.5,3.058544e-11
34.0,-21.875,3.1828425e-11
34.0,-21.25,3.3184146e-11
34.0,-20.625,3.527613e-11
34.0,-20.0,3.746921e-11
34.0,-19.375,4.0255417e-11
34.0,-18.75,4.4006115e-11
34.0,-18.125,4.8956224e-11
34.0,-17.5,5.6158165e-11
34.0,-16.875,6.5394405e-11
34.0,-16.25,7.288051e-11
34.0,-15.625,7.829153e-11
34.0,-15.0,8.671867e-11
34.0,-14.375,1.0203384e-10
34.0,-13.75,1.24882e-10
34.0,-13.125,1.3333762e-10
34.0,-12.5,1.2841343e-10
34.0,-11.875,1.1966979e-10
34.0,-11.25,1.15597115e-10
34.0,-10.625,1.2609626e-10
34.0,-10.0,1.496466e-10
34.0,-9.375,1.8676102e-10
34.0,-8.75,2.4910543e-10
34.0,-8.125,4.2451564e-10
34.0,-7.5,8.221674e-10
34.0,-6.875,1.2761732e-09
34.0,-6.25,1.4188516e-09
34.0,-5.625,1.7593803e-09
34.0,-5.0,1.4783277e-09
34.0,-4.375,1.05034e-09
34.0,-3.75,8.272689e-10
34.0,-3.125,7.8271084e-10
34.0,-2.5,1.143278e-09
34.0,-1.875,1.0187434e-09
34.0,-1.25,6.9137784e-10
34.0,-0.625,6.0164096e-10
34.0,0.0,5.9263083e-10
34.0,0.625,5.071324e-10
34.0,1.25,5.126453e-10
34.0,1.875,5.012835e-10
34.0,2.5,5.837897e-10
34.0,3.125,6.397673e-10
34.0,3.75,5.7245975e-10
34.0,4.375,5.5422783e-10
34.0,5.0,5.9056826e-10
34.0,5.625,6.6183387e-10
34.0,6.25,6.0098154e-10
34.0,6.875,5.5389465e-10
34.0,7.5,5.130133e-10
34.0,8.125,5.130356e-10
34.0,8.75,5.389484e-10
34.0,9.375,5.056306e-10
34.0,10.0,4.8308274e-10
34.0,10.625,4.006146e-10
34.0,11.25,3.3760428e-10
34.0,11.875,3.2132724e-10
34.0,12.5,3.7497214e-10
34.0,13.125,3.0429623e-10
34.0,13.75,2.2670878e-10
34.0,14.375,1.8984797e-10
34.0,15.0,1.5638389e-10
34.0,15.625,1.302868e-10
34.0,16.25,1.1497435e-10
34.0,16.875,1.06615265e-10
34.0,17.5,1.0308692e-10
34.0,18.125,1.0648499e-10
34.0,18.75,1.1672371e-10
34.0,19.375,1.2833036e-10
34.0,20.0,1.4585697e-10
34.0,20.625,1.4912123e-10
34.0,21.25,1.568579e-10
34.0,21.875,1.6626787e-10
34.0,22.5,1.7101208e-10
34.0,23.125,1.7333647e-10
34.0,23.75,1.7860342e-10
34.0,24.375,1.809077e-10
34.0,25.0,1.8862784e-10
34.0,25.625,1.8573221e-10
34.0,26.25,1.742941e-10
34.0,26.875,1.6307286e-10
34.0,27.5,1.5422293e-10
34.0,28.125,1.4647919e-10
34.0,28.75,1.4220139e-10
34.0,29.375,1.3771109e-10
34.0,30.0,1.2977971e-10
34.0,30.625,1.2064345e-10
34.0,31.25,1.15260086e-10
34.0,31.875,1.2590669e-10
34.0,32.5,1.6228895e-10
34.0,33.125,2.428113e-10
34.0,33.75,3.1555636e-10
34.0,34.375,4.641328e-10
34.0,35.0,1.5475577e-09
34.0,35.625,7.906942e-09
34.0,36.25,4.440275e-09
34.0,36.875,2.3641025e-09
34.0,37.5,1.1089497e-09
34.0,38.125,7.1399414e-10
34.0,38.75,5.522713e-10
34.0,39.375,5.406611e-10
34.0,40.0,6.281999e-10
34.0,40.625,7.4545675e-10
34.0,41.25,9.896942e-10
34.0,41.875,1.184687e-09
34.0,42.5,1.7917975e-09
34.0,43.125,4.6718114e-09
34.0,43.75,8.590434e-09
34.0,44.375,4.536779e-09
34.0,45.0,2.4152584e-09
34.0,45.625,1.7098505e-09
34.0,46.25,1.7692546e-09
34.0,46.875,2.4024691e-09
34.0,47.5,2.6732123e-09
34.5,-28.125,3.5549536e-11
34.5,-27.5,3.3592875e-11
34.5,-26.875,3.1287296e-11
34.5,-26.25,2.9815088e-11
34.5,-25.625,2.919067e-11
34.5,-25.0,2.8301946e-11
34.5,-24.375,2.7800946e-11
34.5,-23.75,2.8866042e-11
34.5,-23.125,2.9852388e-11
34.5,-22.5,3.0669887e-11
34.5,-21.875,3.1297704e-11
34.5,-21.25,3.2628074e-11
34.5,-20.625,3.4973257e-11
34.5,-20.0,3.7178552e-11
34.5,-19.375,3.9834504e-11
34.5,-18.75,4.3885225e-11
34.5,-18.125,4.8220726e-11
34.5,-17.5,5.430823e-11
34.5,-16.875,6.357326e-11
34.5,-16.25,7.261452e-11
34.5,-15.625,8.065469e-11
34.5,-15.0,8.833385e-11
34.5,-14.375,1.01563674e-10
34.5,-13.75,1.2451142e-10
34.5,-13.125,1.40332e-10
34.5,-12.5,1.4412142e-10
34.5,-11.875,1.3744307e-10
34.5,-11.25,1.3400869e-10
34.5,-10.625,1.4573759e-10
34.5,-10.0,1.7219863e-10
34.5,-9.375,2.1240432e-10
34.5,-8.75,2.7590275e-10
34.5,-8.125,3.1461142e-10
34.5,-7.5,3.9930914e-10
34.5,-6.875,6.9100137e-10
34.5,-6.25,1.2987669e-09
34.5,-5.625,1.8699542e-09
34.5,-5.0,1.6552208e-09
34.5,-4.375,1.3468502e-09
34.5,-3.75,1.0573517e-09
34.5,-3.125,1.1838485e-09
34.5,-2.5,1.6570366e-09
34.5,-1.875,1.4186011e-09
34.5,-1.25,1.0655717e-09
34.5,-0.625,8.4437934e-10
34.5,0.0,8.570533e-10
34.5,0.625,7.146617e-10
34.5,1.25,6.108805e-10
34.5,1.875,5.636882e-10
34.5,2.5,6.244009e-10
34.5,3.125,7.0838696e-10
34.5,3.75,6.3689914e-10
34.5,4.375,6.971377e-10
34.5,5.0,7.893964e-10
34.5,5.625,8.7470137e-10
34.5,6.25,6.6749706e-10
34.5,6.875,5.7897914e-10
34.5,7.5,5.4321836e-10
34.5,8.125,5.5315064e-10
34.5,8.75,6.1793015e-10
34.5,9.375,5.793338e-10
34.5,10.0,5.513712e-10
34.5,10.625,5.11591e-10
34.5,11.25,3.3060454e-10
34.5,11.875,2.6272473e-10
34.5,12.5,2.50049e-10
34.5,13.125,2.1620597e-10
34.5,13.75,1.8089205e-10
34.5,14.375,1.6776867e-10
34.5,15.0,1.561455e-10
34.5,15.625,1.4370331e-10
34.5,16.25,1.3430185e-10
34.5,16.875,1.2719659e-10
34.5,17.5,1.2432351e-10
34.5,18.125,1.2945381e-10
34.5,18.75,1.3795828e-10
34.5,19.375,1.4558572e-10
34.5,20.0,1.5583713e-10
34.5,20.625,1.5987309e-10
34.5,21.25,1.6947778e-10
34.5,21.875,1.790307e-10
34.5,22.5,1.8638349e-10
34.5,23.125,1.947721e-10
34.5,23.75,2.1620032e-10
